aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127740,8224.8,826674,826674,826662,4637,1326,71990,825000,758544,1209600,28864,2,28,0,524738.88,0,136993.92,0,136,0,0,0,29570,103470,331662,270274,22266,1210,92,40,48,826674,1268,134,25894,125536,27766,370926,197778,9118,124,0,682,392,560846,56704,392,158,0,130,582802,630,206,0,0,0,0,0,0,0,0,4862,5006,1778,0,0,15238,3110,1765000,185790,0,0,0,0,0,371.48,382,139892,254548,63198,39444,113592,91088,31486,17744,7552,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42900,4313.19,261822,261822,263664,1429,0,25904,261040,245946,1209600,4376,2,18,0,213766.08,0,29360.64,2,72,276,25992,58022,78704,73132,7864,1756,18,0,0,4,14,261822,2808,26,508,8070,34608,197248,2496,0,0,0,94,204,215766,126970,0,0,0,0,215846,250,178,0,0,0,0,0,0,0,0,2152,478,132,160072,17622,2884,544,1727060,172708,187062,380,0,0,3313210,237.58,164,32764,16350,15980,12496,42700,51572,45274,28478,150,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77560,39700.41,2921988,2921988,2916012,16939,3306,46714,497460,2754818,1209600,79434,2,96,0,2321267.52,0,431534.4,0,492,0,0,8292,720954,1340300,590174,85126,8648,1304,20,50,56,2921988,3644,412,80550,192592,98546,1661266,695010,22634,164,0,180,1518,2277946,72764,0,59040,0,16,2356372,1620,432,0,0,0,0,0,0,0,0,21264,35550,18018,0,0,65110,12602,7950240,810622,0,0,0,0,1344790,856.12,976,458348,514608,330590,185860,406022,320436,234066,155766,148034,1088,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41720,1719.44,165880,165880,167860,644,10,16214,165020,130824,1209600,1996,2,6,0,80836.8,0,48822.72,0,58,0,0,27538,42998,40312,17314,2486,30,0,0,6,12,165880,1202,20,410,19150,18128,88510,3258,0,0,0,44,6,82062,14838,0,50,0,0,82482,154,142,0,0,0,0,0,0,0,0,898,308,100,106252,12324,1458,286,174400,17434,124396,218,0,0,719510,164.28,118,50480,8420,4362,1762,4650,4820,10302,44804,1078,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538740,259200,30770.09,4648644,4648644,4618318,28815,719600,90816,1005500,4328964,1209600,118352,186,208,0,3123434.88,0,1200044.16,0,1530,0,0,0,87990,1096056,2451798,620924,57018,14012,1166,2398,2776,4648644,8000,918,193850,560488,424854,2022478,1082176,35830,370,0,3072,7128,605214,13042,0,1786,2190,0,3153566,5818,188,0,0,0,0,0,0,0,0,84692,23598,4056,0,0,139448,19482,5201220,2344392,0,0,0,0,0,2081.56,2390,1224104,1969704,570612,160910,197202,109440,59012,24242,13698,40,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178560,5333.2,1160224,1160224,1178482,4650,11760,114018,1155880,1086872,1209600,58458,42,220,0,761514.24,34840.32,287037.12,0,328,0,0,0,7734,122948,470398,434986,47646,2926,214,190,198,1160224,3360,384,40268,202670,43440,336940,430410,27676,1704,0,1700,1618,102836,75072,0,25064,0,0,799462,3204,84,0,0,150,35448,0,0,0,0,10852,1464,362,0,0,19064,2542,180360,19096,672586,7080,0,0,0,830.06,908,346518,601468,75298,46802,13994,1938,762,74,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201260,10602.68,807670,807670,810146,2220,185872,79078,805600,638110,1209600,0,,,,585302.4,0,49920,,,0,0,0,79710,341356,183496,30400,2698,450,0,,48,807670,2058,192,39516,48716,59300,451970,34274,2068,16,0,,,,,,,,,,398,158,0,0,0,0,0,0,0,0,3086,1148,498,0,0,8970,1644,4028900,449128,86,1190,0,0,9602620,,,55932,48330,45760,133842,270174,52912,12662,7680,10726,92,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.08,5784,5784,9006,13,0,568,5760,1946,1209600,4,2,0,0,38.4,0,999.36,0,6,0,0,0,0,1262,660,20,0,0,0,0,6,5784,916,4,0,0,0,120,888,14,0,0,0,0,112,0,0,0,0,0,112,6,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,6,1906,36,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255220,27100,63011.26,4990722,4990722,4606346,37129,2904,93124,145960,4412734,1209600,145476,6,68,0,3917843.52,0,491524.8,0,0,0,0,2142,277866,1508850,1854568,718812,44112,5824,560,150,156,4990722,5920,652,131978,273658,136750,2957370,864450,41360,596,0,634,622,2880660,394716,0,90416,0,20,3947400,2230,244,0,0,0,0,0,0,0,0,46952,87294,25652,0,0,78398,11652,23667320,2540188,0,0,0,0,5988760,1323.1,1422,525368,910412,585772,333492,1124834,931984,852,18,2,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20500,730.07,64574,64574,,153,,,64100,,1209600,,,,,43115.52,0,11090.88,,,0,0,0,5972,44530,4532,286,28,0,0,,,64574,1170,42,2612,1886,2842,36370,9662,762,2,0,,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,13216,9236,3032,964,8912,19488,478,22,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44420,10599.45,738050,738050,733726,2838,33524,73056,736140,699426,1209600,0,,,,646836.48,2915.52,49030.08,0,0,0,0,1092,187818,329116,147554,31278,2306,262,0,,6,738050,1010,180,24234,44252,18202,243334,358874,9266,74,0,,,,,,,,,,562,60,0,0,0,2918,0,0,0,0,2042,0,0,0,0,0,0,0,0,0,1128,0,0,9599680,349.5,358,54834,54554,254724,124088,196902,6064,3452,1350,3356,102,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32820,15.25,46416,46416,46694,23,0,4258,45920,9480,1209600,388,2,2,0,3033.6,0,5417.28,0,22,0,0,0,4608,3746,504,556,0,0,0,0,6,46416,1104,18,32,14,124,4906,2546,670,0,0,2,58,3418,152,0,0,0,0,3426,76,122,0,328,0,0,0,0,0,0,362,0,0,0,0,46,12,4300,462,0,0,0,0,0,111.78,60,6790,2314,110,34,76,86,4,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24700,40810.61,2558924,2558924,2557734,17206,7984,10876,134760,2442980,1209600,81140,2,52,0,2128034.88,0,311164.8,0,286,0,0,2404,219074,973484,990182,236608,16834,3814,580,302,312,2558924,4532,480,68928,146436,94528,1418834,692300,16770,172,0,468,1194,2109890,331822,0,25560,0,10,2148522,1544,304,0,0,0,0,0,0,0,0,17084,38978,15766,0,0,51864,10418,3128300,402658,0,0,0,0,810700,839.46,992,331422,327506,276636,139006,296946,271082,241822,234952,322454,1154,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,40313.81,2468180,2468180,2478260,14914,914,3166,45700,2387372,1209600,66088,0,112,0,2176679.04,0,209112.96,0,0,0,0,0,30504,1116484,1074782,150398,12930,2214,60,4,50,2468180,2322,304,25386,161890,81538,1515606,595006,4998,322,0,362,200,2149364,4544,50,3182,0,0,2191346,1228,392,0,0,0,0,0,0,0,0,14156,45254,7732,0,0,84856,13222,82240,12844,0,0,0,0,39313780,676.72,684,223852,371188,301712,173292,346452,281276,246800,175172,263322,4306,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27120,41512.8,2707594,2707594,2685760,17922,4760,25944,283380,2586880,1209600,85962,2,56,0,2298835.2,0,286241.28,0,0,0,0,0,64898,838162,1404504,256980,18310,3900,126,84,96,2707594,3466,448,78244,169472,103910,1515928,703908,11470,34,0,464,250,2288282,250342,0,2778,0,30,2318500,1740,190,0,0,0,0,0,0,0,0,13568,34492,15318,0,0,80314,14086,6173140,643430,0,0,0,0,40512950,855.32,954,304286,466680,298302,145024,303876,413950,274740,148348,220390,11284,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164400,29903.26,2376906,2376906,2351994,16573,117716,113710,1161940,2261054,1209600,57890,4,96,0,1728971.52,20935.68,509365.44,0,360,0,0,0,64972,339714,918614,843312,85956,7896,590,70,78,2376906,3724,402,117630,362526,99840,1102316,558338,16186,92,0,1006,1326,873006,77966,0,324,0,18,1757020,2336,362,0,0,910,21610,0,0,0,0,13818,17322,6832,0,0,42834,9572,8961360,2291504,0,0,0,0,420950,841.48,1030,549152,444812,257458,99542,181916,197044,149630,113690,240412,27398,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18200,38684.1,2539862,2539862,2522458,16204,141374,9818,117320,2469012,1209600,62808,0,92,0,2216165.76,0,251350.08,0,0,0,0,0,115212,850308,1243544,248830,9190,1838,90,6,10,2539862,2230,294,47324,137084,77318,1710738,483620,10250,154,0,1656,1380,1369540,277660,0,244,0,58,2229190,1358,152,0,0,0,0,0,0,0,0,14694,25574,4862,0,0,72930,13648,2571000,661296,0,0,0,0,455490,564.38,678,263124,539156,304762,129406,268988,289726,382942,140690,150124,94,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240,11618.77,1221798,1221798,1225782,4206,95780,240,10340,1190030,1209600,0,,,,686569.92,0,501163.2,202,312,24348,186856,528870,421968,21606,4216,1706,460,0,0,,0,1221798,1572,186,202432,224062,99748,466488,190666,4876,0,0,,,,,,,,,,2068,46,0,0,0,0,0,0,0,0,8344,5468,1230,0,0,33554,5308,1510160,212584,0,0,0,0,71070,542.6,392,511824,169312,95074,40306,80054,78936,63150,147292,4082,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273380,258080,78883.77,6030850,6030850,6017518,30742,3962,111248,1182600,5339994,1209600,137372,0,268,0,4351448.64,0,983592,0,0,0,0,6234,545702,2598128,1984232,182530,18774,4296,98,198,208,6030850,7628,918,89384,652614,231458,2090640,2211466,55248,638,0,256,468,4330402,942066,16,514,0,0,4384956,3006,108,0,0,0,0,0,0,0,0,46492,54906,15436,0,0,177082,36494,35540,15326,0,0,0,0,4388570,1966.62,2026,1039136,765796,502144,298590,795816,640114,484618,664848,146204,2728,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,198120,29073.92,2215620,2215620,,14232,350074,,1001760,,1209600,0,,,,1817658.24,0,268223.04,,,0,0,0,6,407970,1297234,358914,20932,4184,472,,0,2215620,3106,346,173170,90116,280110,1449330,85348,8184,2,0,,,,,,,,,,1254,76,,,,,,,,,18454,23340,4918,0,0,90870,17366,2224780,663682,0,0,0,0,,,,283064,488388,328110,165034,301382,204860,159238,90248,69174,214,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288960,60720,878638.57,80176342,80176342,9160226,36275,74040,51640,200460,7989496,1209600,0,,,,57424594.56,0,8117934.72,0,0,0,0,8898,1462666,5327168,1063814,111686,14710,554,0,,18,80176342,7974,1850,578700,338970,657418,6012956,386750,4878,0,0,,,,,,,,,,1756,286,0,0,0,0,0,0,0,0,494692,5092,1518,0,0,67312,12872,9585360,1418130,73588,1288,0,0,912560,4201.38,5222,892726,1800430,1808876,1379502,1752556,212646,86080,36162,20510,8,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14760,1256.37,93948,93948,111956,373,546,9166,93540,92770,1209600,0,,,,64978.56,0,9046.08,0,0,0,0,0,18030,67012,6504,948,260,16,0,,0,93948,18814,32,60,4850,2208,5900,57948,2760,198,0,,,,,,,,,,84,46,0,0,0,0,0,0,0,0,478,132,30,0,0,1462,192,55040,6440,0,0,0,0,256400,101.18,80,28446,7994,3400,1124,2428,49018,360,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12380,28.52,25938,25938,26538,44,32,2366,25700,13434,1209600,620,0,4,0,5036.16,0,6213.12,0,16,0,0,0,2630,9424,1214,142,24,0,0,14,18,25938,2300,24,28,998,532,1766,6596,1128,62,0,64,164,4156,70,0,34,0,0,5970,94,80,0,0,0,0,0,0,0,0,282,0,0,0,0,184,74,2500,274,0,0,0,0,0,99.5,68,8970,3772,528,54,56,14,6,2,32,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212720,30865.86,3311986,3311986,3298316,14411,0,84508,886780,3224866,1209600,109214,4,92,0,2085450.24,0,1136360.64,0,0,0,0,0,9176,531850,1687114,949036,42700,4756,234,26,26,3311986,5528,538,209886,767076,285056,1541368,400858,14132,424,0,3168,4228,2139808,81312,0,228,0,8,2144316,3404,984,0,0,0,0,0,0,0,0,28182,9722,3452,0,0,73810,20038,4784620,479102,0,0,0,0,865870,1062.1,1194,1188302,681028,346596,155284,246860,186252,168716,141648,108296,1884,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194160,43155.63,3309072,3309072,3292946,13215,134,84082,882380,2799558,1209600,84066,0,102,0,2332461.12,0,463343.04,2,1098,0,1216,330666,1802178,562734,89528,10060,2952,224,0,14,22,3309072,7024,938,33426,238582,137852,1679964,655372,46176,224,0,258,762,2320890,329060,0,106,0,0,2364900,3026,374,0,0,0,0,0,0,0,0,18798,9106,2940,0,0,43454,14022,42340,4400,2835468,18390,0,0,8967480,2409.1,2646,506778,424710,174610,87450,174118,282584,1110830,36100,2378,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,85620,10625.02,660558,660558,,2709,,,658920,,1209600,,,,,564440.64,0,61860.48,,,0,652,5404,113618,380800,115900,10770,892,244,4,,,660558,1986,262,61546,24554,61876,431116,44348,2594,2,0,,,,,,,,,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,67142,52744,46632,43684,236806,143642,16696,7502,12272,1164,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980,13.7,24984,24984,26124,29,0,2388,24780,7904,1209600,386,0,6,0,2893.44,0,3962.88,,,0,0,3916,2480,770,738,0,0,0,0,0,18,24984,1062,10,12,22,146,3700,2952,0,0,0,4,6,2466,136,0,0,0,0,3252,50,58,0,0,0,0,0,0,0,0,192,0,0,632,222,80,20,100,10,18358,36,0,0,0,,,5358,2342,82,8,16,18,32,48,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7480,5.61,13806,13806,15488,18,10,1338,13740,2522,1209600,90,2,2,0,632.64,0,846.72,0,8,0,0,0,0,1318,1142,52,0,0,0,0,4,13806,1054,12,4,4,166,696,316,246,14,0,8,0,170,108,0,0,0,0,710,18,58,0,0,0,0,0,0,0,0,62,0,0,64,8,26,10,5960,1436,0,8,0,0,0,0.5,14,1956,358,32,18,62,30,56,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267260,125460,328711.37,10144714,10144714,,123792,,,449400,,1209600,,,,,18492065.28,0,2958605.76,,,0,0,21332,3405554,12180380,5235314,549828,57576,9326,54,,,10144714,16660,3526,1295120,992922,1792156,16048078,1273658,37220,24,0,,,,,,,,,,,,,,,,,,,,81516,,,,,,,,,,,,,,,,3110000,3255530,2204362,1270662,4008466,4463702,2294178,674934,174462,3068,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284120,209380,520441.72,37246630,37246630,37256852,140990,4850,63404,914520,31222258,1209600,778978,4,2736,0,25605462.72,563948.16,5069758.08,142,4010,668,408440,3157936,11316808,10102490,5358024,767972,95314,14330,276,9054,9716,37246630,24098,3722,654232,3506014,1925050,15891870,9097298,119920,54,0,4844,4272,24912874,13573868,438,5866,0,0,25345274,27290,5018,0,0,40,560528,0,0,0,0,197858,84508,24828,40173804,7225808,715146,148220,84560,19910,33084234,85262,0,0,845299850,13814.04,10200,5843300,3751314,1984282,749586,1414424,2143274,1495280,13728980,111764,54,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29480,69.65,68482,68482,65642,91,0,6308,67600,33934,1209600,1308,14,30,0,10098.24,6683.52,15788.16,8,88,0,492,17232,6472,8928,588,42,0,0,0,8,34,68482,1662,72,288,1046,966,8572,19616,1516,16,0,42,54,9916,60,0,0,0,0,12488,266,98,0,0,70,6724,0,0,0,0,738,0,0,2894,1874,458,106,860,92,7282,4,0,0,0,526.3,218,24214,7222,1270,342,378,144,120,64,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11640,0,18946,18946,21584,14,0,1884,18900,1162,1209600,0,2,0,0,0,0,136.32,0,4,0,0,20,118,12,848,160,0,0,0,0,4,18946,1032,2,0,0,4,0,112,8,0,0,0,0,92,0,0,0,0,0,92,16,70,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,0,0,0,49.92,6,1158,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184420,40705.19,3168032,3168032,3152432,17787,2890,69242,740780,2710484,1209600,104376,2,86,0,2405575.68,28.8,302226.24,8,1218,0,0,0,1048,913892,1422868,349986,18986,3620,84,2,6,3168032,5206,764,37200,152044,123006,1862936,507034,22228,66,0,530,136,2262772,25796,0,4868,130,12,2431520,2522,176,0,0,0,30,0,0,0,0,23776,62024,22380,0,0,59238,13568,8504160,871786,38920,43388,0,0,705250,1653.84,1726,321316,570324,390596,186928,361134,320946,263126,139902,151706,4506,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38180,3692.81,279550,279550,18112,14,0,27088,278460,4944,1209600,248,2,26,0,180212.16,0,63207.36,0,10,0,0,0,186,3130,1580,24,0,0,0,8,0,279550,44,12,102,86,1230,1250,1920,276,0,0,46,122,182678,68400,0,12,0,0,183126,22,28,0,0,0,0,0,0,0,0,1368,0,0,0,0,132,20,7360,730,0,0,0,0,0,21.34,22,2094,1466,172,20,70,158,108,820,12,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7720,7.64,23090,23090,30454,22,0,2230,22920,3866,1209600,176,2,6,0,1179.84,200.64,1545.6,4,10,0,0,74,1552,1210,530,468,0,0,0,2,2,23090,976,8,6,10,4,486,1696,616,32,0,2,14,972,94,0,0,0,0,1400,40,58,0,0,0,202,0,0,0,0,122,0,0,0,0,4,4,7920,928,0,4,0,0,0,0.64,540,2762,890,20,8,20,38,96,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12060,14.73,23864,23864,24730,27,28,2202,23680,8086,1209600,418,2,0,0,2469.12,0,4675.2,0,28,0,206,1272,1888,3650,332,684,0,0,0,22,26,23864,984,22,16,268,192,2230,3872,442,6,0,92,236,3062,144,0,0,0,0,3136,86,60,0,0,0,0,0,0,0,0,166,0,0,1992,608,52,16,5360,538,76988,12,0,0,0,106.6,56,5700,1948,258,32,56,32,6,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700,855.94,58080,58080,66090,171,266,5702,57940,56810,1209600,1638,2,8,0,47394.24,0,8348.16,0,0,0,0,0,0,3604,50550,2244,308,100,4,2,12,58080,1120,16,326,5930,972,10672,36868,830,76,0,38,80,46990,14410,0,26,0,18,47728,110,22,0,0,0,0,0,0,0,0,292,360,120,0,0,1156,294,106080,11710,0,0,0,0,0,44.02,40,10196,9244,1648,808,7318,22558,4806,222,10,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,9089.5,869568,869568,871738,2772,2856,84880,866220,819320,1209600,33760,2,24,0,591499.2,0,225522.24,0,262,0,0,0,50,89984,375588,325608,22902,4848,340,0,4,869568,3082,292,1276,172170,54890,450400,134860,2326,24,0,118,126,591226,18640,0,25006,0,10,604880,1368,184,0,0,0,0,0,0,0,0,6594,9372,2570,0,0,23856,3524,2185260,227760,0,0,0,0,0,554.3,656,237856,179328,98596,42682,98404,47640,26494,26662,61050,608,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252340,137880,122500.91,8354580,8354580,8033640,38766,13742,96140,1078120,7429534,1209600,175036,0,424,0,6311769.6,0,1113796.8,0,0,0,0,10756,1035922,3591300,2476764,275656,30062,8610,464,16,20,8354580,12232,1478,154616,602622,363064,3725756,2517502,51852,412,0,1998,3572,6048212,726480,48,30156,0,0,6351894,6074,1174,0,0,0,0,0,0,0,0,64402,88556,24360,0,0,240240,48384,286140,50642,0,0,0,0,42754290,3185.82,3526,1189162,943334,613274,335738,743358,768000,1057180,1238180,527888,13420,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71520,40338.22,2882872,2882872,2883208,16619,49672,41872,454440,2681112,1209600,90320,6,94,0,2398395.84,0,280747.2,0,0,0,0,0,33774,760802,1342312,513366,24750,5756,352,14,24,2882872,4606,554,56032,104662,106692,1787392,597922,23140,112,0,376,254,1569010,55826,0,106684,0,16,2435970,1834,122,0,0,0,0,0,0,0,0,20192,41624,7260,0,0,108834,14858,2176280,450178,0,0,0,0,1049110,1244.9,1318,301118,569818,418286,198226,360440,302026,204540,134402,188988,3268,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386020,98900,40315.21,3993084,3993084,3983822,19429,176022,30936,356240,3487980,1209600,107786,10,54,0,2750634.24,292216.32,440288.64,0,0,0,0,0,150934,1268282,1613482,416652,32336,5746,548,576,582,3993084,4810,644,88314,354684,313170,1930050,764324,31830,154,0,1372,808,1745648,164154,0,28842,0,78,2782870,2136,102,0,0,160,292326,0,0,0,0,35074,32662,6630,0,0,131196,21600,2282280,831710,0,0,0,0,315220,1287.1,1384,768332,729878,643488,357790,727648,203374,16146,36592,4580,152,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80300,31218.48,2766168,2766168,2752388,14086,0,32340,343420,1938054,1209600,61298,0,62,0,1773775.68,0,162592.32,0,0,0,0,0,180822,778612,902492,65930,8180,1932,86,20,28,2766168,3120,424,16878,98148,48392,1243232,503268,24468,124,0,1138,1212,1790380,48366,0,10,0,54,1790660,1250,74,0,0,0,0,0,0,0,0,10374,27316,5728,0,0,51102,13342,2660,246,19956,10130,0,0,448080,1048.14,978,178018,324284,268306,143096,343372,304218,246932,106904,22924,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192020,17520,21497.43,3728004,3728004,3630122,16571,111106,120442,80240,3369980,1209600,0,,,,2360797.44,0,1001199.36,0,0,0,0,3706,413494,1488022,1226896,196298,35426,6086,52,,34,3728004,9166,1864,624596,379906,666816,1535024,149806,2802,0,0,,,,,,,,,,5712,880,0,0,0,0,0,0,0,0,42554,16006,2742,0,0,111176,16716,7304100,895472,0,0,0,0,195930,2538.78,3968,1030848,1553414,404970,171050,134226,51062,14442,7300,2668,0,0,0
